"Key","Item Type","Publication Year","Author","Title","Publication Title","ISBN","ISSN","DOI","Url","Abstract Note","Date","Date Added","Date Modified","Access Date","Pages","Num Pages","Issue","Volume","Number Of Volumes","Journal Abbreviation","Short Title","Series","Series Number","Series Text","Series Title","Publisher","Place","Language","Rights","Type","Archive","Archive Location","Library Catalog","Call Number","Extra","Notes","File Attachments","Link Attachments","Manual Tags","Automatic Tags","Editor","Series Editor","Translator","Contributor","Attorney Agent","Book Author","Cast Member","Commenter","Composer","Cosponsor","Counsel","Interviewer","Producer","Recipient","Reviewed Author","Scriptwriter","Words By","Guest","Number","Edition","Running Time","Scale","Medium","Artwork Size","Filing Date","Application Number","Assignee","Issuing Authority","Country","Meeting Name","Conference Name","Court","References","Reporter","Legal Status","Priority Numbers","Programming Language","Version","System","Code","Code Number","Section","Session","Committee","History","Legislative Body"
"T9ABGP7K","thesis","2022","Wasserfuhr, Veit","A Literature Review of Methods, Approaches and Tools to Automate the Process of Systematic Literature Reviews","","","","","http://essay.utwente.nl/90831/","Systematic literature reviews (SLR) require a lot of resources, expertise and rigor. They are quite unpractical in their usage and are quickly outdated. Nevertheless, SLRs can bring a lot of quality output in providing an overview of newly established field or in synthesising main approaches to guide foundational research in already established fields. This thesis utilises the method of a literature review to aggregate approaches and tools that can aid in the automation of systematic literature reviews. Six dimensions have been compiled in order for the organisation of the presentation of extracted data from the research articles, which are procedural aspects, search process, screening process, selection process, data-extraction process and collaborative aspects. Problems, causes and solutions are being discussed and elaborated on. Ultimately, the thesis elicits the discrepancy between the current and the desired situation and synthesises the approaches to provide suggestions for further research in automation approaches. The goal is to ask the question of how would the research community and beyond benefit, if the power of SLR could be harnessed at low cost and with high accessibility? The thesis addresses this question by attending to the role and usage of technologies in the field of systematic literature reviews.","2022-07-01","2022-08-10 11:20:25","2023-12-01 14:50:26","2022-08-10 11:20:25","","","","","","","","","","","","","","en","","info:eu-repo/semantics/masterThesis","","","","","Publisher: University of Twente","","","","thesis","/unread","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"R5YZKRTE","report","2022","Leon Klos, Carina Nigg, Claudia Niessner, Hagen Wäsche, Alexander Woll","Relation between perceived environment and active transport in adolescents: A systematic review","","","","","https://www.crd.york.ac.uk/prospero/display_record.php?RecordID=307377","","2022-01-27","2022-07-06 13:01:03","2024-09-05 21:12:45","","","","","","","","","","","","","","","","","","PROSPERO","","27/01/2022","","","","","","protocol; multiple_screeners; systematic_review; stopping_rule","/unread","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"GEYAH3RS","report","2022","Qiukui Hao, Marla Beauchamp, Parminder Raina, Ayse Kuspinar, Christopher Mikton, Jotheeswaran Amuthavalli thiyagarajan, Theresa Diaz","Patient-reported mobility measures in community-dwelling older adults: a systematic review of psychometric properties","","","","","https://www.crd.york.ac.uk/prospero/display_record.php?RecordID=306689","","2022-01-24","2022-07-06 13:00:08","2024-09-05 21:12:36","","","","","","","","","","","","","","","","","","PROSPERO","","24/01/2022","","","","","","protocol; systematic_review","/unread","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"N2JNMXSV","report","2022","Marianne Webb, Michelle Lamblin, Eleanor Bailey, Karolina Krysinska, Jo Robinson","Effectiveness of suicide postvention interventions in schools: A systematic review","","","","","https://www.crd.york.ac.uk/prospero/display_record.php?RecordID=319644","","2022-03-20","2022-07-06 12:57:57","2024-09-05 21:14:26","","","","","","","","","","","","","","","","","","PROSPERO","","20/03/2022","","","","","","protocol; multiple_screeners; systematic_review; stopping_rule","/unread","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"6Z948I4V","report","2022","Evelien Dubbeldeman, Frank Ardesh, Matty Crone, Jessica Kiefte","How does intervention characteristics and mechanisms of social prescribing as well as study design relate to its effectiveness on population health, costs, and patient and provider experiences: a systematic review","","","","","https://www.crd.york.ac.uk/prospero/display_record.php?RecordID=319765","","2022-03-21","2022-07-06 12:56:37","2024-09-05 21:14:34","","","","","","","","","","","","","","","","","","PROSPERO","","21/03/2022","","","","","","protocol; multiple_screeners; systematic_review; stopping_rule","/unread","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"8GLX2XMS","report","2022","Janna Keulen, Vittoria Ricci, Denise Bodden, Maja Deković","The Effectiveness of Acceptance and Commitment Therapy for Transitional-Age Youth: A meta-analysis","","","","","https://www.crd.york.ac.uk/prospero/display_record.php?RecordID=304276","","2022-01-17","2022-07-06 13:05:31","2024-09-05 21:12:16","","","","","","","","","","","","","","","","","","PROSPERO","","17/01/2022","","","","","","protocol; multiple_screeners; systematic_review; stopping_rule","/unread","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"PMJ5U52X","report","2022","Fenna van Ommen, Pieter Coenen, Arian Malekzadeh, Angela de Boer, Michiel Greidanus, Saskia Duijts","Intervention components associated with work participation of unemployed or (partially) work disabled cancer survivors: a systematic review.","","","","","https://www.crd.york.ac.uk/prospero/display_record.php?RecordID=310011","","2022-02-10","2022-07-06 13:04:13","2024-09-05 21:13:05","","","","","","","","","","","","","","","","","","PROSPERO","","10/02/2022","","","","","","protocol; multiple_screeners; systematic_review; stopping_rule","/unread","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"7RLXP42K","report","2022","Evelien Dubbeldeman, Matty Crone, Jessica Kiefte, Frank Ardesch","Intervention characteristics and mechanisms for the effect in social prescribing interventions: a systematic umbrella review","","","","","https://www.crd.york.ac.uk/prospero/display_record.php?RecordID=318966","","2022-03-17","2022-07-06 12:54:28","2024-09-05 21:14:04","","","","","","","","","","","","","","","","","","PROSPERO","","17/03/2022","","","","","","protocol; multiple_screeners; systematic_review; stopping_rule","/unread","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"PUIXYLYK","report","2022","Brouwer, Marlies; Hofstee, Laura; van den Brand, Sofie; Teijema, Jelle; Ferdinands, Gerbrich; de Boer, Jan; Weijdema, Felix; Kramer, Bianca; Wiers, Reinout; Bockting, Claudi; de Bruin, Jonathan; Schoot, Rens van de","AI-aided Systematic Review to Create a Database with Potentially Relevant Papers on Depression, Anxiety, and Addiction","","","","","https://doi.org/10.31234/osf.io/j6nqz","","2022-08-30","2022-09-17 11:57:31","2025-02-27 13:56:25","","","","","","","","","","","","","","","","","preprint","","","","","","","","","ASR_team_publication; non-peer_reviewed_article","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"6BF82HKW","webpage","2022","Reininghaus, E.","A scoping review into treating and assessing aggression and violence through Virtual Reality (VR)","","","","","http://essay.utwente.nl/92680/","Contemporary treatment methods for dealing with aggression have various limitations. However, Virtual Reality (VR) technology might have the potential to address those limitations. Therefore, the database on this research area was explored by this scoping review to establish an overview of the current state of the art regarding the treatment and assessment of aggression and violence through VR in diverse populations. In total, 15 studies were incorporated in this review after a comprehensive exploration. Those studies were analysed regarding several study characteristics, the usability/feasibility, and the effectiveness of VR in treating and assessing aggression. Promising results were discovered regarding the treatment and assessment of aggression through VR in diverse populations. Studies mostly identified VR as an effective intervention for positively influencing proximal and distal determinants of aggression and as a valid assessment instrument for aggression. Treatment results are mostly in line with a previous comprehensive review from 2019. The amount of newly discovered studies from the last three years indicates that research around aggression treatment through VR seems to have risen and that research around aggression assessment through VR seems to have started. Since research around VR aggression assessment is new, further research advancements are needed.","2022-08-23","2022-09-17 11:45:38","2023-12-01 14:50:26","2022-09-17 11:45:38","","","","","","","","","","","","","","en","","info:eu-repo/semantics/masterThesis","","","","","Publisher: University of Twente","","","","systematic_review; stopping_rule; thesis","/unread","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"4UB2WUXX","journalArticle","2022","Baek, Eunsoo; Haines, Shelley; Fares, Omar H.; Huang, Zhihong; Hong, Yuwei; Lee, Seung Hwan Mark","Defining digital fashion: Reshaping the field via a systematic review","Computers in Human Behavior","","0747-5632","10.1016/j.chb.2022.107407","https://www.sciencedirect.com/science/article/pii/S0747563222002291","The field of digital fashion is rapidly evolving, yet what constitutes digital fashion, and how it should be defined has not been firmly established. This study aims to conceptualize and define digital fashion and its components (themes). Applying an inductive approach, we initially identified 10 keywords linked to digital fashion via a Twitter analysis. Then, a systematic literature review was conducted (n = 116 articles). Six themes related to digital fashion were identified: design, consumer, virtual, body, printing, and supply. Themes include topics relating to the advancement of digital technologies in the fashion design process, innovation to enhance consumer experiences, and improvements to the value chain. Inspired by the six themes, we define digital fashion as “the virtual creation, production, and representation of one's identity via computer-generated design.” An overview of each theme and its contribution to the field of digital fashion is discussed. Future research developments to extend this domain are considered.","2022-12-01","2022-08-10 11:45:49","2023-12-01 14:50:26","2022-08-10 11:45:49","107407","","","137","","Computers in Human Behavior","Defining digital fashion","","","","","","","en","","","","","ScienceDirect","","","","","","multiple_screeners; peer_reviewed_article; systematic_review","/unread","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"T9FKWGPT","conferencePaper","2022","Schreiter, Saskia; Vogel, Markus; Friedrich, Anja; Malone, Sarah; Brünken, Roland; Becker, Sebastian; Lehmann, Jessica; Mosetter, Tobias; Kuhn, Jochen","Fostering data literacy in STEM school education: a systematic review","","","","","","","2022-07-01","2022-08-10 11:54:05","2023-12-01 14:50:26","","","","","","","","Fostering data literacy in STEM school education","","","","","","","","","","","","ResearchGate","","","","","","systematic_review; non-peer_reviewed_article","/unread","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"8XV2UFKN","journalArticle","2022","van Dinter, Raymon; Tekinerdogan, Bedir; Catal, Cagatay","Predictive maintenance using digital twins: A systematic literature review","Information and Software Technology","","0950-5849","10.1016/j.infsof.2022.107008","https://www.sciencedirect.com/science/article/pii/S0950584922001331","Context Predictive maintenance is a technique for creating a more sustainable, safe, and profitable industry. One of the key challenges for creating predictive maintenance systems is the lack of failure data, as the machine is frequently repaired before failure. Digital Twins provide a real-time representation of the physical machine and generate data, such as asset degradation, which the predictive maintenance algorithm can use. Since 2018, scientific literature on the utilization of Digital Twins for predictive maintenance has accelerated, indicating the need for a thorough review. Objective This research aims to gather and synthesize the studies that focus on predictive maintenance using Digital Twins to pave the way for further research. Method A systematic literature review (SLR) using an active learning tool is conducted on published primary studies on predictive maintenance using Digital Twins, in which 42 primary studies have been analyzed. Results This SLR identifies several aspects of predictive maintenance using Digital Twins, including the objectives, application domains, Digital Twin platforms, Digital Twin representation types, approaches, abstraction levels, design patterns, communication protocols, twinning parameters, and challenges and solution directions. These results contribute to a Software Engineering approach for developing predictive maintenance using Digital Twins in academics and the industry. Conclusion This study is the first SLR in predictive maintenance using Digital Twins. We answer key questions for designing a successful predictive maintenance model leveraging Digital Twins. We found that to this day, computational burden, data variety, and complexity of models, assets, or components are the key challenges in designing these models.","2022-11-01","2022-08-10 11:52:13","2023-12-01 14:50:26","2022-08-10 11:52:13","107008","","","151","","Information and Software Technology","Predictive maintenance using digital twins","","","","","","","en","","","","","ScienceDirect","","","","","","peer_reviewed_article; systematic_review; stopping_rule","/unread","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"VAUJGD7J","thesis","2022","Caklovic, Ana","Out with the Old and in with the New? - A Comparison of Classical vs. State-of-the-Art Feature Extractors in the Context of Systematic Reviews","","","","","https://studenttheses.uu.nl/handle/20.500.12932/42409","Feature extraction is the process of transforming the raw data into features that the model will be trained on while trying to preserve as much information as possible. Choosing the proper feature extractor can greatly affect the performance of a classifier. Feature extraction has evolved from the older techniques such as tf-idf and Doc2Vec to transformers that have already been pre- trained on large corpora. However, although the newer techniques seem promising, it is not always clear when and why one feature extractor may outperform another. The aim of this study is to examine if state-of-the-art feature extractors (i.e., transformers like RoBERTa, MPNET, and SPECTER) can outperform classical feature extractors (i.e., tf-idf and Doc2Vec) when classifying systematic reviews as relevant or irrelevant. The study involved running multiple simulations with the ASReview software to see how well the different feature extractors (in combination with various classifiers) classified research articles as relevant or irrelevant. The results indicated that a tf-idf feature extractor, in combination with a Naive Bayes classifier, outperformed all other combinations, including the sentence transformer feature extractors.","2022","2022-09-17 12:14:16","2023-12-01 14:50:25","2022-09-17 12:14:16","","","","","","","","","","","","","","EN","CC-BY-NC-ND","","","","studenttheses.uu.nl","","Accepted: 2022-09-09T00:02:48Z","","","","thesis","/unread","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"8F47JL2G","thesis","2022","Idema, N. B.","Improving the utilisation of AI Ops analyses by improving the quality of incident logging data","","","","","http://essay.utwente.nl/92970/","This study focuses on improving the data quality of the incident registration process at Rabobank, so the Artificial Intelligence (AI) recovery of incidents in Rabobank’s Information Technology (IT) systems can be improved. The goal of the improved data quality is that a solution recommender can be built, which recommends solutions to operators, meaning that the time it takes an operator to solve a problem will be decreased. This in turn reduces the impact of the incident, meaning that the action problem of having more impactful incidents than preferred is remediated through the core problem: The quality of data of the incident registration process is insufficient to optimise AI recovery of incidents. This lack of data quality is expressed in two manners. First, measurements show that field ‘solution’ is too often filled in with a non-English language, or not filled in at all. Second, the user ratings required for a recommender system cannot be collected. The goal of this study is to find a way to collect the required user ratings from Artificial Intelligence for Operations (AIOps) using teams and to find a way to improve the quality of data filled in by all teams. The AIOps-using teams can test the non-AIOps-specific solutions.","2022-08-31","2022-09-17 12:22:30","2023-12-01 14:50:25","2022-09-17 12:22:30","","","","","","","","","","","","","","en","","info:eu-repo/semantics/bachelorThesis","","","","","Publisher: University of Twente","","","","thesis","/unread","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"BDRJDSQP","book","2022","","Piecing Together Systematic Reviews and Other Evidence Syntheses","","","","","https://rowman.com/ISBN/9781538150177/Piecing-Together-Systematic-Reviews-and-Other-Evidence-Syntheses","The book is for training librarians new to systematic reviews, for those developing a new systematic review service, for those wanting to establish protocols for a current service, and as a refere...","2022-10","2022-11-14 15:25:06","2025-02-27 13:52:54","2022-11-14 15:25:06","","","","","","","","","","","","","","en-us","","","","","rowman.com","","","","","","uitzoeken","/unread","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"VIWAWF6D","journalArticle","2022","Sandoussi, Rima; Hnida, Meriem; Daoudi, Najima; Ajhoun, Rachida","Systematic Literature Review on Open Educational Resources Recommender Systems","International Journal of Interactive Mobile Technologies (iJIM)","","1865-7923","10.3991/ijim.v16i18.32197","https://online-journals.org/index.php/i-jim/article/view/32197","background: In recent years, recommender systems (RS) have grown in popularity among learning and education stakeholders, while open educational resources (OER) have begun to be deployed to improve the education field. The selection of OERs should not be haphazard; rather, it should be based on the learning objectives and (RS) commonly utilized to overcome the abundance of OER. Objective: The aim of this paper is to examine the current advances in OER recommenders and the different commonly used recommendation approaches and technical features, to position our future research alongside the existing. Method: A systematic literature review with a deductive approach using the grounded theory technique, combining quantitative and qualitative analysis by adopting open coding (inductive and deductive) for content analysis. Databases: we employed Google Scholar as a search engine to crawl data. Results: The findings are presented according to the (Bernard, H. Russell .2000) process. We present the results of the analysis using quotes from interviews that illuminate the theory (exemplars). Conclusion: The review reveals an emerging interest in the area; nevertheless, hybrid interactive systems; chatbot-based, dedicated to course creators are lacking. Further and future research is needed","2022-10-03","2022-11-14 15:11:25","2023-12-01 14:50:25","2022-11-14 15:11:25","44-77","","18","16","","","","","","","","","","en","Copyright (c) 2022 rima sandoussi","","","","online-journals.org","","Number: 18","","","","peer_reviewed_article; systematic_review","/unread","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"NSNXYY22","conferencePaper","2022","Venugopal, Vivek; Ates, Aylin; McKiernan, Peter","Machine learning for literature classification during systematic literature review – establishing the minimum threshold for labelling papers: 36th Annual Conference of the British Academy of Management","","","","","","Taking inspiration from the use of machine learning in the field of medicine for literature classification, this paper explores the use of machine learning to aid theclassification of documents during systematic literature reviews in the field of business and management studies. The performances of two machine learning models, SVM and Logistic regression, are compared. The dataset used is a labelled dataset on weak signal literature. The data is iteratively split into training and testing sets with the aim of minimising the training set. The models were evaluated on Sensitivity (Recall), Precision, Specificity, Accuracy, and f1_Score to find the optimal training split. The optimal value was found to be between 40% to 50%. Which meant only 40% to 50% of the dataset needed to be labelled for the machine learning model to predict the labels for the rest of the dataset. Even though machine learning will not eliminate the labour involved in systematic literature reviews, it will save the amount of labour involved and the amount of time required.","2022-09-02","2022-11-14 15:02:40","2023-12-01 14:50:25","","","","","","","","Machine learning for literature classification during systematic literature review – establishing the minimum threshold for labelling papers","","","","","","","","","","","","University of Strathclyde","","","","","","uitzoeken","/unread","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"LJBNYG27","thesis","2022","Lietz, Florian","Design and implementation of an integrated data pipeline for combining process- and text-mining towards optimizing human learning in business processes","","","","","https://repositum.tuwien.at/handle/20.500.12708/44139","Enorme Entwicklungen in den Bereichen des Text Minings, und des Process Minings, gemeinsam mit einer rapide ansteigenden Menge an unstrukturierten Daten in den letzten Jahrzehnten führten zu einem wachsenden Bedarf an Möglichkeiten, diese zu analysieren, zu kategorisieren und zu monetarisieren. Textuelle Daten entstehen in verschiedensten Bereichen: Sei es in Konversationen, in Schichtbüchern oder in Wartungsdokumenten – eine automatisierte Verarbeitung, Strukturierung und Wissensextraktion ermöglicht Lösungen, die automatisiert neues Prozesswissen zu Tage bringen. Derartige Ansätze können in verschiedensten Branchen von Vorteil sein – sei es in der Biomedizin, wenn Patientenakten, Vorerkrankungen und Behandlungen mit tausenden anderen Patienten verglichen und so personalisierte, vielversprechendere Behandlungen durchgeführt werden können, im Bereich der Produktion, wenn Fehlerraten mithilfe datengetriebener Wartung reduziert werden können, oder im Bereich der Business Intelligence, wenn Firmenübernahmen mithilfe eines Vergleichs mit historischen Ereignissen vorhergesagt werden können. Zusammen mit Methoden aus dem Bereich der Lernprozessanalyse können Organisationen weiters den Lernfortschritt sowie die künftige Entwicklung von Mitarbeitern, die an Prozessen beteiligt sind, abschätzen und dadurch auf eine bessere Datenbasis für die Planung zukünftiger Rekrutierungs- und Weiterbildungsmaßnahmen zurückgreifen. Prozesse, welche in unstrukturierter Form aufgezeichnet werden und die von menschlichen Akteuren abhängig sind, stellen konventionelle Process Mining Lösungen vor eine schwierige Aufgabe. Derartige Ansätze benötigen meist wohlstrukturierte und vorgefilterte Eingaben. Um dies zu erreichen, müssen strukturierte Informationen aus den Eingangsdaten mittels Methoden des Text Minings extrahiert werden. Da dies häufig modellbasiert und mit Methoden des überwachten Lernens geschieht, ist dafür in der Regel ein entsprechendes Training der Modelle nötig. Dies steht dem Ziel der Entwicklung einer domänenunabhängigen Lösung entgegen. Schließlich benötigen viele Methoden der Lernprozessanalyse sinnvolle Ergebnisse der vorgeschalteten Process Mining Komponente, um Metriken zu berechnen und optimale Prozessabläufe zu finden, welche als Vergleich für alle anderen Prozessdurchläufe dienen. Ziel der vorliegenden Arbeit ist die Extraktion von Informationen über Prozessabläufe aus unstrukturierten Textdokumenten. Dafür werden Methoden aus den genannten Feldern kombiniert und ein Modell einer integrierten Datenpipeline entwickelt. Ein Proof-Of-Concept Demonstrator des entwickelten Modells wird in Python implementiert und anhand eines Musterdatensatzes, welcher Kommunikationsdaten eines Bewerbungsprozesses aus der Human Resource Perspektive beinhaltet, validiert. Weitergehende Forschung könnte anhand von Datenstreams eine Echtzeitanalyse sowie -überwachung der gesammelten Daten und Prozesse ermöglichen. Weiters könnten größere Datensätze mit ausbalancierteren Attributen bessere und aussagekräftigere Lernkurven liefern. Schließlich könnte eine Kombination aus der in dieser Arbeit präsentierten Datenpipeline mit domänenspezifischen Ontologien eine automatische Benennung der gefundenen Aktivitäten-Cluster ermöglichen und die Genauigkeit weiter erhöhen.","2022","2022-11-14 15:35:05","2023-12-01 14:50:21","2022-11-14 15:35:05","","","","","","","","","","","","Wien","","en","","Thesis","","","repositum.tuwien.at","","Accepted: 2022-08-03T09:33:10Z Journal Abbreviation: Prozessmodell zur Optimierung des Menschlichen Lernens in Geschäftsprozessen anhand Unstrukturierter Daten DOI: 10.34726/hss.2022.97304","","","","uitzoeken; thesis","/unread","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"FNBKBU85","journalArticle","2022","Verhagen, Ilse L.; Noom, Marc J.; Lindauer, Ramón J. L.; Daams, Joost G.; Hein, Irma M.","Mental health screening and assessment tools for forcibly displaced children: a systematic review","European Journal of Psychotraumatology","","null","10.1080/20008066.2022.2126468","https://doi.org/10.1080/20008066.2022.2126468","Background: An unprecedentedly large number of people worldwide are forcibly displaced, of which more than 40 percent are under 18 years of age. Forcibly displaced children and youth have often been exposed to stressful life events and are therefore at increased risk of developing mental health issues. Hence, early screening and assessment for mental health problems is of great importance, as is research addressing this topic. However, there is a lack of evidence regarding the reliability and validity of mental health assessment tools for this population.Objective: The aim of the present study was to synthesise the existing evidence on psychometric properties of patient reported outcome measures [PROMs] for assessing the mental health of asylum-seeking, refugee and internally displaced children and youth.Method: Systematic searches of the literature were conducted in four electronic databases: MEDLINE, PsycINFO, Embase and Web of Science. The methodological quality of the studies was examined using the COSMIN Risk of Bias checklist. Furthermore, the COSMIN criteria for good measurement properties were used to evaluate the quality of the outcome measures.Results: The search yielded 4842 articles, of which 27 met eligibility criteria. The reliability, internal consistency, structural validity, hypotheses testing and criterion validity of 28 PROMs were evaluated.Conclusion: Based on the results with regard to validity and reliability, as well as feasibility, we recommend the use of several instruments to measure emotional and behavioural problems, PTSD symptoms, anxiety and depression in forcibly displaced children and youth. However, despite a call for more research on the psychometric properties of mental health assessment tools for forcibly displaced children and youth, there is still a lack of studies conducted on this topic. More research is needed in order to establish cross-cultural validity of mental health assessment tools and to provide optimal cut-off scores for this population.HIGHLIGHTSResearch on the psychometric properties of mental health screening and assessment tools for forcibly displaced children and youth is slowly increasing.However, based on the current evidence on the validity and reliability of screening and assessment tools for forcibly displaced children, we are not able to recommend a core set of instruments. Instead, we provide suggestions for best practice.More research of sufficient quality is important in order to establish crsoss-cultural validity and to provide optimal cut-off scores in mental health screening and assessment tools for different populations of forcibly displaced children and youth.","2022-12-19","2022-11-14 15:26:35","2023-12-01 14:50:21","2022-11-14 15:26:35","2126468","","2","13","","","Mental health screening and assessment tools for forcibly displaced children","","","","","","","","","","","","Taylor and Francis+NEJM","","Publisher: Taylor & Francis _eprint: https://doi.org/10.1080/20008066.2022.2126468","","","","peer_reviewed_article; systematic_review; stopping_rule","/unread","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"W7ZCME4F","journalArticle","2021","Wayansari, AE","Determinant interests Buy Online at UMKM Based2, C2C and O2O","Majalah Ilmiah Bijak","","","","https://ojs.stiami.ac.id/index.php/bijak/article/view/1788","Ansari, ZA (2018). Study of Service Standards in the Process of Making Electronic KTPs (E-KTPs) at the Sempaja Utara Village Office. eJournal of State Administration Volume 6 No. 3, 7993-8007. Retrieved from https://ejournal. ap. fisip-unmul. ac. id/site/wp-content/uploads/…","2021","2022-02-15 16:03:56","2023-12-01 14:50:20","","","","Query date: 2022-02-15 11:56:38","","","","","","","","","","","","","","","","","","Publisher: ojs.stiami.ac.id","","","","","/unread; ⛔ No DOI found","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"5BYY7N24","journalArticle","2022","Kroft, Mathijs van der","Language morphology in active learning aided systematic reviews","","","","","https://studenttheses.uu.nl/handle/20.500.12932/42714","Active learning aided abstract screening can alleviate the labour-intensive process of systematic reviewing. In such a learning cycle, a machine learning model suggests the next abstract to be reviewed, and a researcher classifies the abstract as relevant or irrelevant. A systematic review should include all relevant studies, regardless of the language it is conducted in. Machine translation of abstracts helps here, but it is unknown how classification performance changes when abstracts are translated. This study simulates the active learning process with English datasets, and with the same datasets that were machine-translated to German, Spanish and Turkish. A key step in the active learning pipeline is the generation of a vector representation of the text, using a feature extractor. The feature extraction methods tf-idf, Doc2Vec, FastText and SBERT were compared on their classification performance for all languages. The results show that no consistent disadvantage to translation can be found for the selected datasets, except for FastText.","2022","2022-09-17 12:27:10","2023-12-01 14:50:19","2022-09-17 12:27:10","","","","","","","","","","","","","","EN","CC-BY-NC-ND","","","","studenttheses.uu.nl","","Accepted: 2022-09-09T04:01:45Z","","","","thesis","/unread; ⛔ No DOI found","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"CMC9Z8WP","journalArticle","2021","Zhang, Q; Neitzel, AJ","Methodological review: A systematic narrative review of screening tools for conducting systematic reviews in educational research","","","","10.31219/osf.io/efs2n","https://osf.io/preprints/efs2n/","… Among the tools we included, only ASReview has the option to use deep neural network models for both classification and feature … In addition, it is difficult to enable real-time collaboration on ASReview and almost impossible to keep track of screening decisions. ASReview …","2021","2022-02-15 16:03:56","2023-12-01 14:50:19","","","","","","","","","","","","","","","","","","","","","","","","","","tool_comparison","/unread","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"KISC8XKN","journalArticle","2020","Schoot, R van de; Bruin, J de; Schram, RD; Zahedi, P; ...","ASReview: Open source software for efficient and transparent active learning for systematic reviews","ArXiv, vol. abs/2006.12166","","","","","","2020","2022-02-15 16:03:56","2023-12-01 14:50:19","","","","Query date: 2022-02-15 11:56:38","","","","","","","","","","","","","","","","","","","","","","ASR_team_publication; non-peer_reviewed_article","/unread; ⛔ No DOI found","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"WKPKEW5L","journalArticle","2022","Zhu, EM; Buljac-Samardžić, M; Ahaus, K; Sevdalis, N; ...","Implementation and dissemination of home and community-based interventions for informal caregivers of people living with dementia: a systematic scoping review …","BMJ open","","","","https://search.proquest.com/openview/19feac5d3d42f77de5ddd19992af3a4c/1?pq-origsite=gscholar&cbl=2040975","… ► This will be one of the first reviews that uses the data management software of ASReview, as an Artificial intelligence- aided tool for title and abstract screening, promoting the integrated use of an open source artificial intelligence programme to systematically review extensive …","2022","2022-02-15 16:03:56","2023-12-01 14:50:19","","","","Query date: 2022-02-15 11:56:38","","","","","","","","","","","","","","","","","","Publisher: search.proquest.com","","","","multiple_screeners; peer_reviewed_article; systematic_review; stopping_rule","/unread; ⛔ No DOI found","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"W7984TN9","journalArticle","2021","Schoot, R van de; Bruin, J de; Schram, R; ...","An open source machine learning framework for efficient and transparent systematic reviews","Nature Machine …","","","","https://www.nature.com/articles/s42256-020-00287-7","… We then show how ASReview has been set up and how ASReview can be used in different workflows by presenting several real-world use cases. We subsequently demonstrate the results of simulations that benchmark performance and present the results of a series of user-…","2021","2022-02-15 16:03:56","2023-12-01 14:50:19","","","","Query date: 2022-02-15 11:56:38","","","","","","","","","","","","","","","","","","Publisher: nature.com","","","","ASR_team_publication; peer_reviewed_article","/unread; ⛔ No DOI found","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
